Unnamed: 0.1,Unnamed: 0,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,HS,AS,HST,AST,B365H,B365D,B365A
259,259,29,dom,2019-04-14,17:30,Boavista,1.7,0.6,Nacional,16302,Estádio do Bessa Século XXI,Hugo Miguel,/pt/partidas/95c01d5a/Boavista-Nacional-2019Abril14-Primeira-Liga,1,0,4-4-1-1,4-2-3-1,19.0,8.0,9.0,10.0,18.0,24.0,446.0,502.0,11.0,14.0,10.0,8.0,33.0,16.0,0.0,2.0,9.0,9.0,87.0,98.0,1.0,0.0,0.0,1.0,0.0,0.0,Rafael Bracalli,Nwankwo Obiora,Talocha,Jubal,Gustavo Sauer,Mateus Galiano da Costa,Fábio Espinho,Yusupha Njie,Edu Machado,Rafael Costa,Neris,Assis Giovanaz,Gonçalo Cardoso,Jeferson Fernandes Macedo,Alberto Bueno,Carraça,Federico Falcone,Daniel Guimarães,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,Fernando Tissone,João Pedro Gomes Camacho,Kalindi Alves de Souza,Aleksandar Paločević,Avtandil Ebralidze,Bryan Róchez,Julio,Kaká,Ohoulo Framelin,Abdullahi Ibrahim Alhassan,Brayan Riascos,Filipe Ferreira,Witi,Felipe Aliste Lopes,15,14,6,0,1.9,3.25,4.33
260,260,29,dom,2019-04-14,20:00,Benfica,3.4,1.8,Setubal,56463,Estádio do Sport Lisboa e Benfica,Rui Costa,/pt/partidas/d79efe99/Benfica-Vitoria-Setubal-2019Abril14-Primeira-Liga,4,2,4-4-2,4-3-1-2,18.0,16.0,4.0,5.0,21.0,20.0,627.0,435.0,16.0,17.0,12.0,9.0,30.0,17.0,1.0,0.0,6.0,7.0,63.0,71.0,3.0,0.0,0.0,4.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Haris Seferović,Pizzi,Andreas Samaris,Rafa Silva,André Almeida,Florentino Luís,João Félix,Francisco Reis Ferreira,Mile Svilar,Jonas,Yuri Ribeiro,Andrija Živković,Adel Taarabt,Jota,Giorgi Makaridze,Artur Jorge Marques Amorim,Mano,Nuno Daniel Costeira Valente,Éber Bessa,Vasco Fernandes,Rúben Micael,André Martins Sousa,Hildeberto Pereira,Savio,Jhonder Cádiz,Cristiano Pereira Figueiredo,Bruno Pires,Kgaogelo Sekgota,Allef,Luís Cortez,Tiago Castro,20,15,8,4,1.2,7.0,11.0
261,261,30,sex,2019-04-19,15:30,Tondela,1.0,2.8,Boavista,3398,Estádio João Cardoso,Artur Soares Dias,/pt/partidas/61b95f22/Tondela-Boavista-2019Abril19-Primeira-Liga,1,0,4-4-2,4-2-3-1,13.0,18.0,4.0,7.0,19.0,27.0,431.0,533.0,17.0,15.0,10.0,14.0,16.0,31.0,1.0,1.0,13.0,17.0,92.0,100.0,1.0,0.0,0.0,3.0,0.0,0.0,Cláudio Ramos,Ícaro do Carmo Silva,António Xavier,João Pedro,Patrick,Jhon Murillo,Tomané,David Bruno,Joãozinho,Bruno Monteiro,Jorge Filipe Oliveira Fernandes,Pedro José Moreira Silva,João Jaquité,Pité,Juan Delgado,Sergio Peña,Fahd Moufi,Rafael Bracalli,Talocha,Jubal,Gustavo Sauer,Fábio Espinho,Yusupha Njie,Edu Machado,Stéphane Sparagna,Rafael Costa,Neris,Índio,Assis Giovanaz,Gonçalo Cardoso,Mateus Galiano da Costa,Jeferson Fernandes Macedo,Alberto Bueno,Carraça,19,16,4,4,2.15,3.1,3.6
262,262,30,sex,2019-04-19,15:30,Setubal,0.6,0.5,Portimonense,4167,Estádio do Bonfim,João Pinheiro,/pt/partidas/80e42d70/Vitoria-Setubal-Portimonense-2019Abril19-Primeira-Liga,1,1,4-3-1-2,4-2-3-1,18.0,13.0,6.0,5.0,14.0,21.0,458.0,473.0,23.0,11.0,13.0,7.0,25.0,9.0,2.0,1.0,7.0,11.0,68.0,81.0,2.0,0.0,0.0,4.0,0.0,0.0,Giorgi Makaridze,Gustavo Cascardo,Artur Jorge Marques Amorim,Mano,Nuno Daniel Costeira Valente,Éber Bessa,Rúben Micael,Hildeberto Pereira,Bruno Pires,José Semedo,Jhonder Cádiz,Cristiano Pereira Figueiredo,Frédéric Mendy,Kgaogelo Sekgota,Baba Fernandes,Luís Cortez,Savio,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Emmanuel Hackman,Paulinho,Jackson Martínez,Bruno Tabata,Henrique,Pedro Sá,Wellington,Vítor Tormena,Shūichi Gonda,Felipe Macedo,Bruno Reis,Ruster,Fali Candé,Chidera Ezeh,10,11,2,5,2.3,3.0,3.4
263,263,30,sex,2019-04-19,18:00,Nacional,0.1,2.0,Sp Lisbon,3804,Estádio da Madeira,Carlos Xistra,/pt/partidas/14b40790/Nacional-Sporting-CP-2019Abril19-Primeira-Liga,0,1,4-4-1-1,4-3-3,8.0,12.0,2.0,9.0,15.0,26.0,507.0,626.0,27.0,17.0,12.0,10.0,36.0,11.0,1.0,1.0,12.0,6.0,80.0,83.0,2.0,0.0,0.0,3.0,0.0,0.0,Daniel Guimarães,Nuno Vieira Campos,Fernando Tissone,João Pedro Gomes Camacho,Filipe Ferreira,Aleksandar Paločević,Avtandil Ebralidze,Lazar Rosić,Bryan Róchez,Julio,Vítor Gonçalves,Ohoulo Framelin,Abdullahi Ibrahim Alhassan,Okacha Hamzaoui,Diego Barcelos,Brayan Riascos,Witi,Romain Salin,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Jérémy Mathieu,Abdoulay Diaby,Luiz Phellype,Jovane Cabral,Nemanja Gudelj,Idrissa Doumbia,Luís Maximiano,Tiago Ilori,Jefferson Nascimento,Francisco Geraldes,Pedro David Rosendo Marques,Bruno Gaspar,3,23,1,10,5.5,4.2,1.55
264,264,30,sex,2019-04-19,20:30,Guimaraes,1.7,2.2,Aves,12024,Estádio Dom Afonso Henriques,Manuel Mota,/pt/partidas/dfd61d05/Vitoria-Guimaraes-Aves-2019Abril19-Primeira-Liga,0,2,4-2-3-1,5-4-1,12.0,14.0,7.0,3.0,32.0,8.0,710.0,466.0,14.0,23.0,8.0,14.0,11.0,26.0,0.0,1.0,9.0,13.0,62.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,João Miguel Macedo Silva,Pedrão,Alexandre Guedes,Mattheus Oliveira,Falaye Sacko,Tozé,Florent Hanin,Yordan Osorio,Alhassan Wakaso,Joseph Amoah,Davidson da Luz Pereira,Douglas,Rafa Soares,Welthon,João Carlos Teixeira,Ola John,Frederico Venâncio,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Carlos Ponck,Claudio Falcão,Vítor Gomes,Derley,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,André Ferreira,Rodrigo Defendi,Bruno Manuel Araújo Braga,Luis Fariña,Mato Miloš,Ricardo Rodrigues,18,14,4,6,1.8,3.4,4.75
265,265,30,sáb,2019-04-20,15:30,Moreirense,1.2,1.1,Chaves,1654,P.D. Comendador Joaquim de Almeida Freit...,Jorge de Sousa,/pt/partidas/57ff56e7/Moreirense-Chaves-2019Abril20-Primeira-Liga,0,1,4-3-3,4-3-3,23.0,19.0,5.0,6.0,18.0,14.0,544.0,496.0,12.0,24.0,5.0,16.0,16.0,22.0,0.0,2.0,8.0,11.0,66.0,89.0,4.0,0.0,0.0,3.0,0.0,0.0,Nuno Macedo,Iago Santos,Fábio Pacheco,Ibrahima Camará,Chiquinho,Rafik Halliche,Pedro Nuno,Heriberto Tavares,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Neto,Rúben Rendeiro,Alan Eduardo Schons,Bilel Aouacheria,Nenê,Mohammed Iddriss,Ivanildo Fernandes,António Filipe de Carvalho,Jefferson de Jesus Santos,William,Renan Bardini Bressan,Nikola Maraš,Gastón Campi,João Teixeira,Bruno Gallo,Djavan da Silva Ferreira,Niltinho,Lionn,Ricardo Jorge Novo Nunes,Hugo Basto,Gevorg Ghazaryan,Erdem Şen,Costinha,Rúben Macedo,18,7,4,2,1.9,3.25,4.33
266,266,30,sáb,2019-04-20,15:30,Belenenses,1.1,3.3,Rio Ave,1523,Estádio Nacional,Nuno Almeida,/pt/partidas/bedffe73/Belenenses-SAD-Rio-Ave-2019Abril20-Primeira-Liga,1,3,4-4-2,4-2-3-1,20.0,11.0,5.0,2.0,21.0,9.0,587.0,398.0,9.0,14.0,8.0,9.0,17.0,27.0,4.0,1.0,,,76.0,52.0,2.0,0.0,0.0,1.0,0.0,0.0,Muriel Becker,Eduardo Henrique,Vincent Sasso,Licá,Diogo Viana,Matija Ljujić,Zakarya Bergdich,Cleylton Santos,Christian Neiva Afonso,André Santos,Alhassane Keita,Mika,Dálcio,Luís Silva,Salo,João Rodrigues,Diogo Calila,Leonardo César Jardim,Rúben Semedo,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Nuno Santos,Junio,Filipe Augusto,Afonso Figueiredo,Gabriel Airton de Souza,Gelson,Paulo Vítor Fagundes dos Anjos,Matheus Reis,Carlos,Ronan,Nikola Jambor,Messias,16,16,3,7,2.15,3.2,3.5
267,267,30,sáb,2019-04-20,18:00,Feirense,0.3,2.2,Sp Braga,2157,Estádio Marcolino de Castro,Fábio Costa,/pt/partidas/3bbecb96/Feirense-Braga-2019Abril20-Primeira-Liga,0,2,4-3-3,4-4-2,13.0,14.0,4.0,9.0,15.0,28.0,411.0,631.0,10.0,16.0,12.0,2.0,16.0,16.0,2.0,4.0,18.0,8.0,90.0,95.0,0.0,0.0,0.0,2.0,0.0,0.0,Caio Secco,Tiago Gomes,Antonio Briseño,Babanco,Luís Machado,Tiago Silva,Edson Rodrigues Farias,Cris,José Adolfo Valencia,Tiago Mesquita,Flávio Ramos,André Moreira,Steven Petkov,Edinho,Rafael Crivellaro,Mateus Anderson,Afonso Brito,Tiago Sá,Wilson Eduardo,Pablo Santos,Murilo Costa,Paulinho,Ricardo Horta,Claudemir de Souza,Fransérgio,Bruno Viana,Ricardo Esgaio,João Palhinha,Matheus,Diogo Figueiras,Ricardo,Xadas,João Novais,Fábio Martins,8,21,4,5,7.5,4.33,1.4
268,268,30,sáb,2019-04-20,20:30,Porto,1.9,0.4,Santa Clara,43911,Estádio Do Dragão,Manuel Oliveira,/pt/partidas/a372713c/Porto-Santa-Clara-2019Abril20-Primeira-Liga,1,0,4-4-2,4-4-2,14.0,13.0,4.0,2.0,21.0,5.0,700.0,473.0,19.0,16.0,8.0,16.0,4.0,28.0,2.0,4.0,4.0,10.0,95.0,76.0,2.0,0.0,0.0,1.0,0.0,0.0,Iker Casillas,Éder Militão,Yacine Brahimi,Moussa Marega,Wilson Manafá,Alex Telles,Héctor Herrera,Danilo Pereira,Otávio,Felipe,Tiquinho Soares,Vaná,Maxi Pereira,Vincent Aboubakar,Óliver Torres,Jesús Corona,Chancel Mbemba,Marco André Rocha Pereira,Fábio Cardoso,Osama Rashid,César,João Paulo Lázaro Lucas,Kaio Pantaleão,Bruno Lamas,Martin Chrien,Zé Manuel,Patrick,Guilherme Schettine,João Lopes,Ukra,Thiago Santana,Mamadu Candé,Lucas Marques,Malick Evouna,14,6,5,2,1.12,8.0,19.0
269,269,30,seg,2019-04-22,20:15,Benfica,2.5,0.1,Maritimo,52224,Estádio do Sport Lisboa e Benfica,Luís Godinho,/pt/partidas/683f7725/Benfica-Maritimo-2019Abril22-Primeira-Liga,6,0,4-4-2,4-5-1,9.0,17.0,10.0,1.0,37.0,3.0,771.0,509.0,22.0,9.0,15.0,16.0,5.0,30.0,1.0,1.0,3.0,9.0,66.0,58.0,0.0,0.0,0.0,3.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Franco Cervi,Haris Seferović,Pizzi,Andreas Samaris,André Almeida,Florentino Luís,João Félix,Francisco Reis Ferreira,Mile Svilar,Jonas,Andrija Živković,Eduardo Salvio,Jardel,Adel Taarabt,Charles,Douglas Grolli,Lucas Áfrico,Jorge Correa,Rúben Rafael Sousa Ferreira,Leandro Barrera,Rene Santos,Eulânio Ângelo Chipela Gomes,Josip Vuković,Getterson,Pedro Pelágio,Amir Abedzadeh,Bebeto,Mamadou Traoré,João Gamboa,Fabrício Baiano,Johnson Oppong Owusu,25,1,11,0,1.16,7.0,15.0
270,270,31,sex,2019-04-26,20:30,Rio Ave,1.0,1.4,Porto,7532,Estádio do Rio Ave Futebol Clube,Artur Soares Dias,/pt/partidas/c0089771/Rio-Ave-Porto-2019Abril26-Primeira-Liga,2,2,4-2-3-1,4-4-2,12.0,14.0,3.0,4.0,13.0,10.0,476.0,567.0,21.0,20.0,14.0,15.0,17.0,13.0,4.0,2.0,,,71.0,82.0,3.0,0.0,1.0,1.0,0.0,0.0,Leonardo César Jardim,Rúben Semedo,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Nuno Santos,Junio,Filipe Augusto,Afonso Figueiredo,Gabriel Airton de Souza,Gelson,Paulo Vítor Fagundes dos Anjos,Matheus Reis,Carlos,Ronan,Nikola Jambor,Joca,Iker Casillas,Éder Militão,Yacine Brahimi,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Otávio,Felipe,Pepe,Vaná,Maxi Pereira,Bruno Xavier Almeida Costa,Óliver Torres,Wilson Manafá,Chancel Mbemba,10,10,4,4,9.5,5.25,1.28
271,271,31,sáb,2019-04-27,14:30,Santa Clara,1.4,1.3,Setubal,2417,Estádio de São Miguel,Carlos Xistra,/pt/partidas/b08f303b/Santa-Clara-Vitoria-Setubal-2019Abril27-Primeira-Liga,0,0,4-1-3-2,4-4-2,14.0,21.0,2.0,3.0,15.0,14.0,558.0,457.0,7.0,14.0,14.0,15.0,24.0,12.0,1.0,5.0,11.0,6.0,92.0,111.0,3.0,0.0,0.0,3.0,0.0,0.0,João Lopes,Fábio Cardoso,Osama Rashid,César,João Paulo Lázaro Lucas,Kaio Pantaleão,Bruno Lamas,Zé Manuel,Francisco Ramos,Patrick,Guilherme Schettine,Marco André Rocha Pereira,Ukra,Thiago Santana,Martin Chrien,Mamadu Candé,Lucas Marques,Giorgi Makaridze,Artur Jorge Marques Amorim,Mano,Éber Bessa,Vasco Fernandes,Rúben Micael,André Martins Sousa,Hildeberto Pereira,José Semedo,Zequinha,Jhonder Cádiz,Cristiano Pereira Figueiredo,Gustavo Cascardo,Frédéric Mendy,Bruno Pires,Kgaogelo Sekgota,Tiago Castro,10,9,4,2,2.2,3.2,3.3
272,272,31,sáb,2019-04-27,15:30,Portimonense,1.7,0.4,Feirense,2540,Estádio do Portimonense SC,João Santos Capela,/pt/partidas/49c05aa5/Portimonense-Feirense-2019Abril27-Primeira-Liga,1,0,4-3-3,4-4-2,13.0,12.0,5.0,2.0,20.0,7.0,625.0,455.0,15.0,18.0,5.0,6.0,10.0,23.0,0.0,3.0,6.0,11.0,89.0,97.0,2.0,1.0,0.0,0.0,1.0,0.0,Ricardo Abel Barbosa Ferreira,Jadson,Paulinho,Jackson Martínez,Bruno Tabata,Henrique,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Vítor Tormena,Aylton Boa Morte,Shūichi Gonda,Emmanuel Hackman,Dener,Felipe Macedo,Wellington,Ruster,Caio Secco,Tiago Gomes,Antonio Briseño,Babanco,Luís Machado,Tiago Silva,Edson Rodrigues Farias,Cris,José Adolfo Valencia,Tiago Mesquita,Flávio Ramos,André Moreira,Steven Petkov,João Silva,Ali Ghazal,Mateus Anderson,Vítor Bruno,18,5,6,3,1.36,4.75,8.0
273,273,31,sáb,2019-04-27,18:00,Sp Lisbon,2.5,0.7,Guimaraes,44107,Estádio José Alvalade,Rui Costa,/pt/partidas/fd0971e0/Sporting-CP-Vitoria-Guimaraes-2019Abril27-Primeira-Liga,2,0,4-3-3,4-2-3-1,17.0,8.0,7.0,4.0,16.0,14.0,670.0,465.0,16.0,12.0,15.0,9.0,15.0,19.0,2.0,3.0,7.0,11.0,88.0,63.0,0.0,0.0,0.0,1.0,0.0,0.0,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Stefan Ristovski,Raphinha,Jérémy Mathieu,Abdoulay Diaby,Luiz Phellype,Wendel,Idrissa Doumbia,Romain Salin,Tiago Ilori,Cristian Borja,Pedro David Rosendo Marques,Bruno Gaspar,Jovane Cabral,João Miguel Macedo Silva,Pedrão,Rafa Soares,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Ola John,Joseph Amoah,Rochinha,Davidson da Luz Pereira,Douglas,Pedro Rodrigues,Alexandre Guedes,João Carlos Teixeira,Florent Hanin,Hélder Ferreira,24,10,7,1,1.4,5.0,6.5
274,274,31,sáb,2019-04-27,20:30,Aves,2.7,0.6,Belenenses,2027,Estádio Clube Desportivo das Aves,Fábio Costa,/pt/partidas/41e3e3ca/Aves-Belenenses-SAD-2019Abril27-Primeira-Liga,3,0,3-4-3,4-3-1-2,14.0,12.0,6.0,2.0,16.0,12.0,394.0,646.0,20.0,11.0,16.0,10.0,22.0,15.0,1.0,1.0,11.0,6.0,70.0,62.0,2.0,0.0,0.0,4.0,0.0,0.0,Quentin Beunardeau,Rodrigo Alves Soares,Vitor Costa,Luis Fariña,Carlos Ponck,Claudio Falcão,Derley,Diego Galo,Jorge Fellipe,Mama Samba Baldé,Luquinhas,André Ferreira,Rodrigo Defendi,Rúben Alexandre Gomes Oliveira,Bruno Manuel Araújo Braga,Mato Miloš,Ricardo Rodrigues,Muriel Becker,Eduardo Henrique,Licá,Dálcio,Diogo Viana,Matija Ljujić,Cleylton Santos,Christian Neiva Afonso,André Santos,Gonçalo Silva,Alhassane Keita,Mika,Pierre Sagna,Luís Silva,João Rodrigues,Diogo Calila,Jonatan Lucca,14,10,8,3,1.85,3.3,4.5
275,275,31,dom,2019-04-28,15:00,Maritimo,1.0,0.6,Tondela,5873,Estádio dos Barreiros,Hugo Miguel,/pt/partidas/3e585266/Maritimo-Tondela-2019Abril28-Primeira-Liga,2,0,4-2-3-1,4-4-2,9.0,7.0,3.0,11.0,10.0,26.0,547.0,571.0,17.0,14.0,17.0,8.0,35.0,24.0,6.0,3.0,10.0,5.0,93.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,Charles,Douglas Grolli,Zainadine Júnior,Jorge Correa,Edgar Costa,Rúben Rafael Sousa Ferreira,Rene Santos,Fabrício Baiano,Eulânio Ângelo Chipela Gomes,Getterson,Diederrick Joel,Amir Abedzadeh,Bebeto,Lucas Áfrico,Rodrigo Pinho,Leandro Barrera,Josip Vuković,Cláudio Ramos,Ícaro do Carmo Silva,António Xavier,João Pedro,Patrick,Jhon Murillo,Tomané,David Bruno,Joãozinho,Bruno Monteiro,Jorge Filipe Oliveira Fernandes,Pedro José Moreira Silva,João Jaquité,Pité,Juan Delgado,Sergio Peña,Ricardo Costa,8,9,2,3,2.2,3.25,3.25
276,276,31,dom,2019-04-28,15:00,Chaves,2.4,1.6,Nacional,4045,Estádio Municipal Eng. Manuel Branco Tei...,Luís Godinho,/pt/partidas/ecd10943/Chaves-Nacional-2019Abril28-Primeira-Liga,4,1,4-2-3-1,4-4-1-1,17.0,15.0,1.0,11.0,12.0,20.0,380.0,528.0,19.0,18.0,7.0,10.0,21.0,11.0,4.0,1.0,17.0,6.0,75.0,65.0,2.0,0.0,0.0,2.0,0.0,0.0,António Filipe de Carvalho,Jefferson de Jesus Santos,Gevorg Ghazaryan,William,Renan Bardini Bressan,Nikola Maraš,Costinha,Gastón Campi,Djavan da Silva Ferreira,Niltinho,Lionn,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Hugo Basto,Erdem Şen,Rúben Macedo,Luther Singh,Daniel Guimarães,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,Abdullahi Ibrahim Alhassan,Okacha Hamzaoui,Fernando Tissone,João Pedro Gomes Camacho,Kalindi Alves de Souza,Witi,Julio,Vítor Gonçalves,Ohoulo Framelin,Diego Barcelos,Brayan Riascos,Aleksandar Paločević,Avtandil Ebralidze,Lazar Rosić,12,17,4,4,1.8,3.4,4.75
277,277,31,dom,2019-04-28,17:30,Sp Braga,1.3,4.5,Benfica,24046,Estádio Municipal de Braga,Tiago Martins,/pt/partidas/d0e8d9f6/Braga-Benfica-2019Abril28-Primeira-Liga,1,4,4-4-2,4-4-2,14.0,16.0,5.0,5.0,28.0,15.0,483.0,608.0,14.0,17.0,9.0,9.0,30.0,28.0,3.0,2.0,6.0,8.0,75.0,87.0,4.0,0.0,0.0,6.0,0.0,0.0,Tiago Sá,Wilson Eduardo,Pablo Santos,Murilo Costa,Paulinho,Ricardo Horta,Claudemir de Souza,Fransérgio,Bruno Viana,Ricardo Esgaio,João Palhinha,Matheus,Ricardo,Xadas,João Novais,Francisco Trincão,Marcelo Goiano,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Haris Seferović,Pizzi,Andreas Samaris,Rafa Silva,André Almeida,Florentino Luís,João Félix,Francisco Reis Ferreira,Mile Svilar,Jonas,Franco Cervi,Eduardo Salvio,Jardel,Adel Taarabt,12,17,3,9,5.25,3.75,1.65
278,278,31,dom,2019-04-28,20:00,Boavista,1.5,0.6,Moreirense,12374,Estádio do Bessa Século XXI,Nuno Almeida,/pt/partidas/f2dd9e68/Boavista-Moreirense-2019Abril28-Primeira-Liga,3,1,4-2-3-1,3-4-3,11.0,14.0,6.0,4.0,10.0,24.0,432.0,609.0,22.0,21.0,8.0,4.0,26.0,15.0,1.0,0.0,12.0,4.0,80.0,51.0,2.0,0.0,0.0,3.0,0.0,0.0,Rafael Bracalli,Nwankwo Obiora,Jubal,Gustavo Sauer,Mateus Galiano da Costa,Fábio Espinho,Yusupha Njie,Carraça,Edu Machado,Rafael Costa,Neris,Assis Giovanaz,Gonçalo Cardoso,Jeferson Fernandes Macedo,Alberto Bueno,Federico Falcone,Idrissa Mandiang,Nuno Macedo,Iago Santos,Fábio Pacheco,Ivanildo Fernandes,Lucas,Chiquinho,Rafik Halliche,Pedro Nuno,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Neto,Rúben Rendeiro,Ibrahima Camará,Alan Eduardo Schons,Bilel Aouacheria,Nenê,Bruno Silva,8,7,4,4,2.3,3.2,3.2
279,279,32,sex,2019-05-03,20:30,Moreirense,1.2,1.0,Rio Ave,1193,P.D. Comendador Joaquim de Almeida Freit...,João Pinto,/pt/partidas/c4a40f5d/Moreirense-Rio-Ave-2019Maio3-Primeira-Liga,1,2,4-4-2,4-2-3-1,16.0,20.0,5.0,1.0,24.0,6.0,525.0,444.0,24.0,14.0,8.0,10.0,5.0,39.0,1.0,9.0,,,91.0,65.0,2.0,0.0,0.0,3.0,0.0,0.0,Pedro Trigueira,João Aurélio,Iago Santos,Fábio Pacheco,Nenê,Chiquinho,Rafik Halliche,Pedro Nuno,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Neto,Nuno Macedo,Alan Eduardo Schons,David Texeira,Ivanildo Fernandes,Lucas,Bruno Silva,Leonardo César Jardim,Rúben Semedo,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Nuno Santos,Junio,Fábio Coentrão,Filipe Augusto,Gabriel Airton de Souza,Gelson,Paulo Vítor Fagundes dos Anjos,Carlos,Ronan,Afonso Figueiredo,Joca,Messias,14,6,6,2,2.25,3.5,3.0
280,280,32,sáb,2019-05-04,15:30,Maritimo,0.9,2.0,Sp Braga,5753,Estádio dos Barreiros,Manuel Oliveira,/pt/partidas/65a64da0/Maritimo-Braga-2019Maio4-Primeira-Liga,1,0,4-1-4-1,3-4-1-2,10.0,10.0,3.0,13.0,5.0,58.0,342.0,697.0,9.0,7.0,9.0,7.0,60.0,13.0,4.0,4.0,14.0,4.0,68.0,73.0,0.0,1.0,0.0,1.0,0.0,0.0,Charles,Douglas Grolli,Zainadine Júnior,Edgar Costa,Rene Santos,Fabrício Baiano,Eulânio Ângelo Chipela Gomes,Josip Vuković,Fábio China,Getterson,Diederrick Joel,Amir Abedzadeh,Bebeto,Lucas Áfrico,Rodrigo Pinho,Jean Cléber,Leandro Barrera,Tiago Sá,Nuno Sequeira,Wilson Eduardo,Pablo Santos,Paulinho,Claudemir de Souza,Fransérgio,Bruno Viana,João Palhinha,Marcelo Goiano,Dyego Sousa,Matheus,Ricardo,Xadas,João Novais,Murilo Costa,Ricardo Horta,6,20,3,5,4.33,3.75,1.75
281,281,32,sáb,2019-05-04,15:30,Feirense,0.9,1.3,Chaves,2183,Estádio Marcolino de Castro,Manuel Mota,/pt/partidas/8d884a8e/Feirense-Chaves-2019Maio4-Primeira-Liga,4,4,4-2-3-1,4-2-3-1,22.0,18.0,4.0,4.0,13.0,19.0,423.0,363.0,16.0,14.0,11.0,12.0,18.0,21.0,2.0,2.0,13.0,5.0,78.0,92.0,5.0,0.0,0.0,1.0,0.0,0.0,Caio Secco,Antonio Briseño,Babanco,Luís Machado,Steven Petkov,Tiago Silva,Edson Rodrigues Farias,Cris,Tiago Mesquita,Flávio Ramos,Vítor Bruno,Bruno Brigido,José Adolfo Valencia,Edinho,Rafael Crivellaro,Ali Ghazal,Mateus Anderson,António Filipe de Carvalho,Jefferson de Jesus Santos,William,Renan Bardini Bressan,Nikola Maraš,Gastón Campi,Bruno Gallo,Djavan da Silva Ferreira,Niltinho,Lionn,Luther Singh,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Hugo Basto,Gevorg Ghazaryan,Erdem Şen,Costinha,12,13,6,7,5.0,3.8,1.66
282,282,32,sáb,2019-05-04,18:00,Benfica,3.6,1.9,Portimonense,60677,Estádio do Sport Lisboa e Benfica,Artur Soares Dias,/pt/partidas/3ae8a686/Benfica-Portimonense-2019Maio4-Primeira-Liga,5,1,4-4-2,3-4-1-2,10.0,11.0,7.0,1.0,25.0,5.0,641.0,547.0,19.0,18.0,8.0,11.0,11.0,26.0,4.0,0.0,7.0,10.0,74.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Haris Seferović,Pizzi,Andreas Samaris,Rafa Silva,Jardel,André Almeida,Florentino Luís,João Félix,Francisco Reis Ferreira,Mile Svilar,Ljubomir Fejsa,Jonas,Franco Cervi,Eduardo Salvio,Adel Taarabt,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Paulinho,Bruno Tabata,Henrique,Pedro Sá,Lucas Fernandes,Rúben Fernandes,Vítor Tormena,Shūichi Gonda,Emmanuel Hackman,Felipe Macedo,Bruno Reis,Wellington,Ruster,19,11,12,5,1.12,8.5,17.0
